DATE,法巴新興市場智取債券基金,P014,安聯收益及增長基金,E016,富蘭克林入息基金,C026,施羅德環球股債增長,M022,摩根亞洲股票高息基金,V004,摩根IF下一代新興市場基金,K007,晉達環球黃金基金,H009,富蘭克林科技基金,C023,貝萊德世界礦業基金,R009,安聯中國未來科技基金,E018,富達亞洲特別機會,A016,霸菱環高抵債,N018
2025/06/02,10.4,0.00%,8.0931,0.00%,9.48,0.00%,76.0576,0.00%,10.21,0.00%,92.52,0.00%,32.64,0.00%,51.16,0.00%,64.22,0.00%,8.8667,0.00%,29.5,0.00%,78.84,0.00%
2025/06/03,10.41,0.10%,8.1324,0.49%,9.51,0.32%,76.122,0.08%,10.25,0.39%,93.15,0.68%,32.89,0.77%,51.75,1.15%,63.45,-1.20%,8.8667,0.00%,29.58,0.27%,78.43,-0.52%
2025/06/04,10.46,0.48%,8.1724,0.49%,9.53,0.21%,76.3507,0.30%,10.35,0.98%,93.84,0.74%,32.98,0.27%,52.11,0.70%,64.53,1.70%,8.9368,0.79%,29.95,1.25%,78.52,0.11%
2025/06/05,10.45,-0.10%,8.1627,-0.12%,9.52,-0.10%,76.5676,0.28%,10.43,0.77%,93.62,-0.23%,33.34,1.09%,52.27,0.31%,65.57,1.61%,9.1288,2.15%,30.25,1.00%,78.6,0.10%
2025/06/06,10.42,-0.29%,8.1895,0.33%,9.55,0.32%,76.5367,-0.04%,10.42,-0.10%,93.28,-0.36%,32.68,-1.98%,52.65,0.73%,64.81,-1.16%,9.0777,-0.56%,30.17,-0.26%,78.62,0.03%
2025/06/09,10.42,0.00%,8.1895,0.00%,9.5,-0.52%,76.5486,0.02%,10.51,0.86%,93.28,0.00%,32.68,0.00%,52.75,0.19%,64.81,0.00%,9.0777,0.00%,30.49,1.06%,78.62,0.00%
2025/06/10,10.46,0.38%,8.1894,0.00%,9.54,0.42%,76.7124,0.21%,10.55,1.25%,93.31,0.03%,32.64,-0.12%,52.94,0.36%,65,0.28%,9.1996,0.18%,30.54,0.16%,78.59,-0.04%
2025/06/11,10.48,0.19%,8.2066,0.21%,9.55,0.10%,76.8973,0.24%,10.61,0.57%,93.66,0.38%,32.54,-0.31%,52.97,0.06%,64.49,-0.78%,9.2695,0.76%,30.72,0.59%,78.67,0.10%
2025/06/12,10.5,0.19%,8.1894,-0.21%,9.57,0.21%,76.9758,0.10%,10.59,-0.19%,93.77,0.12%,33.45,2.80%,53.24,0.51%,64.78,0.45%,9.2442,-0.27%,30.58,-0.46%,78.68,0.01%
2025/06/13,10.46,-0.38%,8.1663,-0.28%,9.53,-0.42%,76.6858,-0.38%,10.52,-0.66%,92.78,-1.06%,34.27,2.45%,52.38,-1.62%,64.73,-0.08%,9.1729,-0.77%,30.27,-1.01%,78.59,-0.11%
2025/06/16,10.49,0.29%,8.1388,-0.34%,9.54,0.10%,76.6995,0.02%,10.58,0.57%,93.55,0.83%,33.48,-2.31%,53.23,1.62%,65.4,1.04%,9.2549,0.89%,30.45,0.59%,78.69,0.13%
2025/06/17,10.48,-0.10%,8.1283,-0.13%,9.51,-0.31%,76.6995,0.00%,10.61,0.28%,93.71,0.17%,33.16,-0.96%,52.91,-0.60%,65.38,-0.03%,9.2668,0.13%,30.27,-0.59%,78.64,-0.06%
2025/06/18,10.49,0.10%,8.1226,-0.07%,9.51,0.00%,76.6092,-0.12%,10.57,-0.38%,93.45,-0.28%,32.86,-0.90%,52.97,0.11%,65.03,-0.54%,9.2215,-0.49%,30.24,-0.10%,78.69,0.06%
2025/06/19,10.48,-0.10%,8.1226,0.00%,9.51,0.00%,76.4062,-0.26%,10.43,-1.32%,92.84,-0.65%,32.52,-1.03%,52.97,0.00%,64.06,-1.49%,9.0878,-1.45%,29.78,-1.52%,78.69,0.00%
2025/06/20,10.48,-0.10%,8.13,0.09%,9.51,0.00%,76.5512,0.19%,10.52,0.86%,93.24,0.43%,32.31,-0.65%,52.52,-0.85%,64.32,0.41%,9.1306,0.47%,30.04,0.87%,78.73,0.05%
2025/06/23,10.48,0.00%,8.13,0.09%,9.53,0.21%,76.3902,-0.21%,10.44,-0.76%,93.24,0.00%,32.31,0.00%,53.12,1.14%,64.32,0.00%,9.1306,0.00%,30.06,0.07%,78.82,0.11%
2025/06/24,10.58,0.95%,8.1839,0.66%,9.58,0.52%,76.9413,0.72%,10.62,0.95%,94.51,1.36%,32.03,-0.87%,54.33,2.28%,63.74,-0.87%,9.3388,0.31%,30.86,2.66%,78.99,0.22%
2025/06/25,10.59,0.09%,8.2287,0.55%,9.57,-0.10%,77.1207,0.23%,10.72,0.94%,94.85,0.36%,31.8,-0.72%,54.53,0.37%,63.73,-0.02%,9.5253,2.00%,31.12,0.84%,79.03,0.05%
2025/06/26,10.63,0.38%,8.2339,0.06%,9.62,0.52%,76.8743,-0.32%,10.79,0.65%,95.2,0.37%,32.19,1.23%,55.14,1.12%,65.29,2.45%,9.471,-0.57%,31.25,0.42%,79.11,0.10%
2025/06/27,10.63,0.00%,8.2747,0.50%,9.64,0.21%,77.1809,0.40%,10.78,-0.09%,96.02,0.86%,31.01,-3.67%,55.27,0.24%,64.79,-0.77%,9.4793,0.09%,31.31,0.19%,79.13,0.03%
2025/06/30,10.67,0.38%,8.2944,0.24%,9.65,0.10%,77.2323,0.07%,10.66,-1.11%,96.18,0.17%,31.98,3.13%,55.66,0.71%,64.52,-0.42%,9.4773,-0.02%,30.98,-1.05%,79.19,0.08%
2025/07/01,10.67,0.00%,8.3055,0.13%,9.71,0.62%,77.3792,0.19%,10.66,0.00%,96.85,0.70%,31.98,0.00%,54.88,-1.40%,64.52,0.00%,9.4773,0.00%,30.98,0.00%,78.67,-0.66%
2025/07/02,10.63,-0.37%,8.2929,-0.15%,9.74,0.31%,77.426,0.06%,10.72,0.56%,96.88,0.03%,32.19,0.66%,55.38,0.91%,66.11,2.37%,9.4115,-0.10%,31.13,0.48%,78.75,0.10%
2025/07/03,10.65,0.19%,8.3385,0.55%,9.74,0.00%,77.6013,0.23%,10.74,0.19%,97.58,0.72%,32.42,0.71%,56.33,1.72%,66.96,1.29%,9.4579,0.49%,31.39,0.84%,78.83,0.10%
2025/07/04,10.65,0.00%,8.3385,0.00%,9.74,0.00%,77.6137,0.02%,10.7,-0.37%,98.03,0.46%,32.3,-0.37%,56.33,0.00%,66.79,-0.25%,9.4761,0.19%,31.11,-0.89%,78.83,0.00%
2025/07/07,10.61,-0.38%,8.3431,0.06%,9.69,-0.51%,77.5687,-0.06%,10.66,-0.37%,98.62,0.60%,32.22,-0.62%,55.9,-0.76%,66.13,-0.99%,9.4138,-0.66%,31.03,-0.26%,78.82,-0.01%
2025/07/08,10.58,-0.28%,8.333,-0.12%,9.65,-0.41%,77.437,-0.17%,10.72,0.56%,98.56,-0.06%,31.98,-0.74%,55.99,0.16%,66.4,0.41%,9.5554,1.50%,31.07,0.13%,78.75,-0.09%
2025/07/09,10.6,0.19%,8.343,0.12%,9.67,0.21%,77.488,0.07%,10.7,-0.19%,98.8,0.24%,31.29,-2.16%,56.38,0.70%,65.32,-1.63%,9.4913,-0.67%,31.03,-0.13%,78.82,0.09%
2025/07/10,10.61,0.09%,8.3426,0.00%,9.71,0.41%,77.561,0.09%,10.75,0.47%,98.62,-0.18%,31.59,0.96%,55.91,-0.83%,66.14,1.26%,9.4979,0.07%,31.18,0.48%,78.89,0.09%
2025/07/11,10.58,-0.28%,8.3381,-0.05%,9.68,-0.31%,77.4002,-0.21%,10.75,0.00%,98.73,0.11%,31.93,1.08%,55.55,-0.64%,66.58,0.67%,9.5277,0.31%,31.22,0.13%,78.82,-0.09%
2025/07/14,10.57,-0.09%,8.3342,-0.05%,9.66,-0.21%,77.2938,-0.14%,10.74,-0.09%,99.02,0.29%,32.056,0.39%,55.63,0.14%,67.19,0.92%,9.6059,0.82%,31.27,0.16%,78.83,0.01%
2025/07/15,10.56,-0.09%,8.3015,-0.39%,9.61,-0.52%,77.5399,0.32%,10.8,0.56%,98.76,-0.26%,31.59,-1.45%,56.12,0.88%,66.03,-1.73%,9.8533,2.58%,31.63,1.15%,78.79,-0.05%
2025/07/16,10.54,-0.19%,8.2748,-0.32%,9.63,0.21%,77.1943,-0.45%,10.76,-0.37%,98.8,0.04%,31.59,0.00%,56.17,0.09%,65.59,-0.67%,9.8824,0.30%,31.59,-0.13%,78.77,-0.03%
2025/07/17,10.55,0.09%,8.3046,0.36%,9.66,0.31%,77.2033,0.01%,10.74,-0.19%,99.5,0.71%,31.25,-1.08%,56.79,1.10%,65.53,-0.09%,9.9857,1.05%,31.78,0.60%,78.88,0.14%
2025/07/18,10.59,0.38%,8.3327,0.34%,9.66,0.00%,77.5366,0.43%,10.74,0.00%,99.56,0.06%,31.43,0.58%,56.74,-0.09%,66.39,1.31%,10.0548,0.69%,31.9,0.38%,78.95,0.09%
2025/07/21,10.63,0.38%,8.349,0.20%,9.67,0.10%,77.6204,0.11%,10.8,0.56%,99.9,0.34%,32.35,2.93%,56.89,0.26%,67.72,2.00%,10.0903,0.35%,32.16,0.82%,79.05,0.13%
2025/07/22,10.63,0.00%,8.3187,-0.36%,9.72,0.52%,77.7684,0.19%,10.79,-0.09%,99.91,0.01%,33.28,2.87%,56.28,-1.07%,68.4,1.00%,10.0904,0.00%,31.86,-0.93%,79.09,0.05%
2025/07/23,10.64,0.09%,8.3339,0.18%,9.72,0.00%,78.2728,0.65%,10.91,1.11%,100.55,0.64%,33.19,-0.27%,56.73,0.80%,69.83,2.09%,10.1843,0.93%,32.3,1.38%,79.13,0.05%
2025/07/24,10.65,0.09%,8.3614,0.33%,9.69,-0.31%,78.3778,0.13%,10.93,0.18%,100.79,0.24%,32.72,-1.42%,57.19,0.81%,69.01,-1.17%,10.2851,0.99%,32.29,-0.03%,79.13,0.00%
2025/07/25,10.64,-0.09%,8.3657,0.05%,9.7,0.10%,78.2684,-0.14%,10.85,-0.73%,100.5,-0.29%,32.44,-0.86%,57.41,0.38%,68.43,-0.84%,10.1951,-0.88%,32.1,-0.59%,79.2,0.09%
2025/07/28,10.62,-0.19%,8.3885,0.27%,9.68,-0.21%,78.2882,0.03%,10.85,0.00%,100.68,0.18%,31.87,-1.76%,57.82,0.71%,67.26,-1.71%,10.3042,1.07%,32.23,0.40%,79.23,0.04%
2025/07/29,10.61,-0.09%,8.3961,0.09%,9.69,0.10%,78.0736,-0.27%,10.83,-0.18%,100.09,-0.59%,31.87,0.00%,57.74,-0.14%,67,-0.39%,10.3995,0.92%,32.23,0.00%,79.25,0.03%
2025/07/30,10.6,-0.09%,8.3759,-0.24%,9.65,-0.41%,77.9456,-0.16%,10.83,0.00%,100.35,0.26%,31.3,-1.79%,58.05,0.54%,66.96,-0.06%,10.2301,-1.63%,32.14,-0.28%,79.22,-0.04%
2025/07/31,10.6,0.00%,8.4085,0.39%,9.59,-0.62%,77.4324,-0.66%,10.66,-1.57%,99.93,-0.42%,30.61,-2.20%,57.5,-0.95%,65.44,-2.27%,10.0991,-1.28%,31.92,-0.68%,79.24,0.03%
2025/08/01,10.52,-0.75%,8.2806,-1.52%,9.51,-0.83%,76.9961,-0.56%,10.54,-1.13%,99.66,-0.27%,31.02,1.34%,56.08,-2.47%,65.25,-0.29%,9.9778,-1.20%,31.16,-2.38%,78.61,-0.80%
2025/08/04,10.58,0.57%,8.3367,0.68%,9.55,0.42%,77.1683,0.22%,10.62,0.76%,100.77,1.11%,32.6,5.09%,57.32,2.21%,66.06,1.24%,10.0246,0.47%,31.61,1.44%,78.61,0.00%
2025/08/05,10.6,0.19%,8.3661,0.35%,9.57,0.21%,77.3951,0.29%,10.71,0.85%,101.01,0.24%,33.36,2.33%,56.72,-1.05%,67.59,2.32%,10.1681,1.43%,31.8,0.60%,78.78,0.22%
2025/08/06,10.61,0.09%,8.3458,-0.24%,9.56,-0.10%,77.4841,0.11%,10.7,-0.09%,101.57,0.55%,34.18,2.46%,57.68,1.69%,68.26,0.99%,10.2224,0.53%,31.75,-0.16%,78.81,0.04%
2025/08/07,10.65,0.38%,8.3874,0.50%,9.58,0.21%,77.8342,0.45%,10.8,0.93%,102.58,0.99%,34.77,1.73%,57.59,-0.16%,69.19,1.36%,10.2394,0.17%,32.11,1.13%,78.81,0.00%
2025/08/08,10.67,0.19%,8.3766,-0.13%,9.6,0.21%,77.9314,0.12%,10.74,-0.56%,102.21,-0.36%,35.11,0.98%,57.45,-0.24%,69.88,1.00%,10.1925,-0.46%,31.99,-0.37%,78.66,-0.19%
2025/08/11,10.68,0.09%,8.3845,0.09%,9.58,-0.21%,78.011,0.10%,10.78,0.37%,102.61,0.39%,34.74,-1.05%,57.1,-0.61%,69.61,-0.39%,10.2615,0.68%,32.05,0.19%,78.84,0.23%
2025/08/12,10.71,0.28%,8.3772,-0.09%,9.63,0.52%,78.1785,0.21%,10.84,0.56%,102.83,0.21%,35.16,1.21%,57.94,1.47%,70.04,0.62%,10.356,0.92%,32.35,0.94%,78.9,0.08%
2025/08/13,10.76,0.47%,8.4307,0.64%,9.69,0.62%,78.5236,0.44%,11.01,1.57%,103.25,0.41%,35.14,-0.06%,57.79,-0.26%,70.71,0.96%,10.7215,3.53%,32.94,1.82%,79.02,0.15%
2025/08/14,10.74,-0.19%,8.4194,-0.13%,9.67,-0.21%,78.5236,0.00%,11,-0.09%,103.14,-0.11%,34.84,-0.85%,57.57,-0.38%,69.81,-1.27%,10.7403,0.18%,32.68,-0.79%,78.99,-0.04%
2025/08/15,10.74,0.00%,8.4194,0.00%,9.69,0.21%,78.6688,0.18%,10.98,-0.18%,103.14,0.00%,34.84,0.00%,57.36,-0.36%,69.81,0.00%,10.7403,0.00%,32.74,0.18%,78.77,-0.28%
2025/08/18,10.72,-0.19%,8.3554,-0.76%,9.68,-0.10%,78.5613,-0.14%,10.95,-0.45%,102.82,-0.31%,35.15,0.89%,57.63,0.47%,69.92,0.16%,10.924,1.71%,32.81,0.21%,79.01,0.30%
2025/08/19,10.71,-0.09%,8.3557,0.00%,9.7,0.21%,78.5613,0.00%,10.93,-0.18%,102.83,0.01%,34.33,-2.33%,56.5,-1.96%,69.91,-0.01%,10.9175,-0.06%,32.69,-0.37%,79,-0.01%
2025/08/20,10.7,-0.09%,8.2973,-0.70%,9.7,0.00%,78.5945,0.04%,10.87,-0.55%,102.14,-0.67%,34.86,1.54%,56.17,-0.58%,68.96,-1.36%,10.851,-0.61%,32.32,-1.13%,78.96,-0.05%
2025/08/21,10.67,-0.28%,8.2996,0.03%,9.7,0.00%,78.3229,-0.35%,10.91,0.37%,102.14,0.00%,35.6,2.12%,55.97,-0.36%,69.55,0.86%,10.8755,0.23%,32.49,0.53%,78.89,-0.09%
2025/08/22,10.72,0.47%,8.3147,0.18%,9.78,0.82%,78.4212,0.13%,10.93,0.18%,102.38,0.23%,36.31,1.99%,56.84,1.55%,70.04,0.70%,11.113,2.18%,32.9,1.26%,79.12,0.29%
2025/08/25,10.73,0.09%,8.3706,0.67%,9.75,-0.31%,78.8843,0.59%,11.07,1.28%,102.8,0.41%,36.31,0.00%,56.77,-0.12%,71.91,2.67%,11.4537,3.07%,33.19,0.88%,79.12,0.00%
2025/08/26,10.71,-0.19%,8.3655,-0.06%,9.75,0.00%,78.7657,-0.15%,11.01,-0.54%,102.91,0.11%,36.85,1.49%,57.24,0.83%,71.93,0.03%,11.3942,-0.52%,32.95,-0.72%,79.22,0.13%
2025/08/27,10.68,-0.28%,8.3836,0.22%,9.76,0.10%,78.6364,-0.16%,10.95,-0.54%,103.22,0.30%,37.19,0.92%,57.71,0.82%,71.69,-0.33%,11.3363,-0.51%,32.56,-1.18%,79.27,0.06%
2025/08/28,10.73,0.47%,8.4014,0.21%,9.77,0.10%,78.4576,-0.23%,10.92,-0.27%,103.48,0.25%,37.02,-0.46%,58.68,1.68%,72.44,1.05%,11.4812,1.28%,32.67,0.34%,79.31,0.05%
2025/08/29,10.72,-0.09%,8.403,0.02%,9.77,0.00%,78.3164,-0.18%,10.85,-0.64%,103.71,0.22%,37.86,2.27%,57.69,-1.69%,72.59,0.21%,11.645,1.43%,32.62,-0.15%,79.3,-0.01%
2025/09/01,10.63,-0.84%,8.403,0.00%,9.77,0.00%,78.3164,0.00%,10.93,0.74%,103.38,-0.32%,37.86,0.00%,57.69,0.00%,73.24,0.90%,11.8981,2.17%,32.74,0.37%,79.3,0.00%
2025/09/02,10.58,-0.47%,8.3528,-0.60%,9.68,-0.92%,78.9984,0.87%,10.88,-0.46%,102.8,-0.56%,39.28,3.75%,57.19,-0.87%,72.73,-0.70%,11.7198,-1.50%,32.47,-0.82%,78.59,-0.90%
2025/09/03,10.59,0.09%,8.3722,0.23%,9.66,-0.21%,78.1521,-1.07%,10.87,-0.09%,102.96,0.16%,39.65,0.94%,57.49,0.52%,74.16,1.97%,11.6962,-0.20%,32.66,0.59%,78.64,0.06%
2025/09/04,10.6,0.09%,8.3878,0.19%,9.69,0.31%,78.3171,0.21%,10.84,-0.28%,103.58,0.60%,39.02,-1.59%,57.91,0.73%,73.86,-0.40%,11.3379,-3.06%,32.48,-0.55%,78.73,0.11%
2025/09/05,10.67,0.66%,8.4325,0.53%,9.7,0.10%,78.7831,0.60%,10.97,1.20%,103.78,0.19%,40.06,2.67%,58.6,1.19%,75.6,2.36%,11.696,3.16%,32.83,1.08%,78.88,0.19%
2025/09/08,10.69,0.19%,8.4343,0.02%,9.7,0.00%,78.908,0.16%,11.03,0.55%,103.42,-0.35%,40.87,2.02%,59.16,0.96%,75.46,-0.19%,11.7537,0.49%,33.24,1.25%,78.95,0.09%
2025/09/09,10.7,0.09%,8.4417,0.09%,9.69,-0.10%,78.9435,0.04%,11.1,0.63%,103.66,0.23%,40.95,0.20%,59.31,0.25%,76.56,1.46%,11.7632,0.08%,33.6,1.08%,78.91,-0.05%
2025/09/10,10.73,0.28%,8.4805,0.46%,9.71,0.21%,79.1195,0.22%,11.25,1.35%,103.58,-0.08%,41.9,2.32%,59.86,0.93%,76.19,-0.48%,11.9404,1.51%,33.9,0.89%,78.97,0.08%
2025/09/11,10.78,0.47%,8.4924,0.14%,9.74,0.31%,79.2625,0.18%,11.25,0.00%,104.27,0.67%,42.79,2.12%,60.07,0.35%,76.51,0.42%,12.1648,1.88%,34.19,0.86%,78.05,-1.16%
2025/09/12,10.78,0.00%,8.5,0.09%,9.71,-0.31%,79.4277,0.21%,11.36,0.98%,104.49,0.21%,42.84,0.12%,59.8,-0.45%,77.29,1.02%,12.3318,1.37%,34.38,0.56%,78.06,0.01%
2025/09/15,10.82,0.37%,8.4657,-0.40%,9.71,0.00%,79.7168,0.36%,11.39,0.26%,104.43,-0.06%,43.01,0.40%,60.6,1.34%,76.86,-0.56%,12.3778,0.37%,34.51,0.38%,79.12,1.36%
2025/09/16,10.86,0.37%,8.4702,0.05%,9.72,0.10%,79.8489,0.17%,11.46,0.61%,105.27,0.80%,42.62,-0.91%,60.42,-0.30%,77.6,0.96%,12.4538,0.61%,34.79,0.81%,79.14,0.03%
2025/09/17,10.87,0.09%,8.4668,-0.04%,9.73,0.10%,79.8083,-0.05%,11.47,0.09%,105.38,0.10%,42.26,-0.84%,60.13,-0.48%,77.3,-0.39%,12.6694,1.73%,34.97,0.52%,79.12,-0.03%
2025/09/18,10.84,-0.28%,8.4819,0.18%,9.74,0.10%,79.9099,0.13%,11.41,-0.52%,105.37,-0.01%,42.13,-0.31%,61.21,1.80%,76.53,-1.00%,12.673,0.03%,35.05,0.23%,79.2,0.10%
2025/09/19,10.82,-0.18%,8.4978,0.19%,9.73,-0.10%,79.8262,-0.10%,11.36,-0.44%,104.88,-0.47%,43.71,3.75%,61.66,0.74%,77.8,1.66%,12.6342,-0.31%,34.76,-0.83%,79.27,0.09%
2025/09/22,10.83,0.09%,8.5062,0.10%,9.73,0.00%,79.9623,0.17%,11.37,0.09%,104.57,-0.30%,45.8,4.78%,62.16,0.81%,79.47,2.15%,12.7386,0.83%,34.93,0.49%,79.3,0.04%
2025/09/23,10.86,0.28%,8.5252,0.22%,9.75,0.21%,80.1028,0.18%,11.39,0.18%,104.63,0.06%,46.22,0.92%,61.47,-1.11%,80.99,1.91%,12.7499,0.09%,34.99,0.17%,79.32,0.03%
2025/09/24,10.85,-0.09%,8.4954,-0.35%,9.75,0.00%,80.0208,-0.10%,11.42,0.26%,104.76,0.12%,45.49,-1.58%,61.02,-0.73%,80.66,-0.41%,12.9002,1.18%,34.94,-0.14%,79.28,-0.05%
2025/09/25,10.8,-0.46%,8.4274,-0.80%,9.71,-0.41%,79.2578,-0.95%,11.37,-0.44%,104.06,-0.67%,44.94,-1.21%,60.65,-0.61%,80,-0.82%,12.9812,0.63%,34.83,-0.31%,79.14,-0.18%
2025/09/26,10.79,-0.09%,8.4525,0.30%,9.75,0.41%,79.2523,-0.01%,11.26,-0.97%,104.28,0.21%,46.13,2.65%,60.69,0.07%,80.71,0.89%,12.6988,-2.18%,34.41,-1.21%,79.18,0.05%
2025/09/29,10.82,0.28%,8.4815,0.34%,9.75,0.00%,79.4868,0.30%,11.4,1.24%,104.57,0.28%,46.84,1.54%,60.95,0.43%,82.56,2.29%,12.9764,2.19%,34.99,1.69%,79.23,0.06%
2025/09/30,10.81,-0.09%,8.4725,-0.11%,9.77,0.21%,79.5015,0.02%,11.35,-0.44%,105.23,0.63%,47.03,0.41%,61.09,0.23%,82.49,-0.08%,13.0821,0.81%,35.06,0.20%,79.21,-0.03%
2025/10/01,10.81,0.00%,8.4725,0.00%,9.74,-0.31%,79.6419,0.18%,11.35,0.00%,105.49,0.25%,47.03,0.00%,61.52,0.70%,82.49,0.00%,13.0821,0.00%,35.06,0.00%,78.72,-0.62%
2025/10/02,10.72,-0.83%,8.5071,0.41%,9.74,0.00%,79.8944,0.32%,11.54,1.67%,105.63,0.13%,47.97,2.00%,61.89,0.60%,83.33,1.02%,13.0821,0.00%,35.85,2.25%,78.76,0.05%
2025/10/03,10.73,0.09%,8.5233,0.19%,9.75,0.10%,80.0109,0.15%,11.58,0.35%,105.82,0.18%,48.14,0.35%,61.7,-0.31%,83.85,0.62%,13.0821,0.00%,36.05,0.56%,78.79,0.04%
2025/10/04,10.73,0.00%,8.5252,0.02%,9.74,-0.10%,80.1184,0.13%,11.58,0.00%,106.59,0.73%,48.14,0.00%,62.38,1.10%,83.85,0.00%,13.0821,0.00%,36.05,0.00%,78.77,-0.03%
2025/10/07,10.73,0.00%,8.54,0.17%,9.74,0.00%,80.1037,-0.02%,11.59,0.09%,106.19,-0.38%,49.06,1.91%,61.62,-1.22%,85.31,1.74%,13.0821,0.00%,36.31,0.72%,78.72,-0.06%
2025/10/08,10.72,-0.09%,8.5257,-0.17%,9.74,0.00%,80.0238,-0.10%,11.56,-0.26%,106.74,0.52%,49.55,1.00%,62.81,1.93%,85.25,-0.07%,13.0821,0.00%,36.04,-0.74%,78.65,-0.09%
2025/10/09,10.72,0.00%,8.5356,0.12%,9.71,-0.31%,80.0759,0.07%,11.58,0.17%,106.84,0.09%,48.16,-2.81%,62.88,0.11%,85.51,0.30%,13.0973,0.12%,35.89,-0.42%,78.49,-0.20%
2025/10/10,10.68,-0.37%,8.5345,-0.01%,9.64,-0.72%,79.6429,-0.54%,11.05,-4.58%,106.57,-0.25%,47.28,-1.83%,60.31,-4.09%,83.75,-2.06%,12.6616,-3.33%,34.99,-2.51%,78.24,-0.32%
2025/10/13,10.69,0.09%,8.5345,0.00%,9.68,0.41%,79.1627,-0.60%,11.38,2.99%,106.07,-0.47%,49.24,4.15%,62.19,3.12%,84.41,0.79%,12.3558,-2.42%,35.43,1.26%,78.21,-0.04%
2025/10/14,10.68,-0.09%,8.4332,-1.19%,9.7,0.21%,78.9879,-0.22%,11.25,-1.14%,106.2,0.12%,49.48,0.49%,61.22,-1.56%,84.9,0.58%,11.9725,-3.10%,34.83,-1.69%,78.34,0.17%
2025/10/15,10.74,0.56%,8.4772,0.52%,9.71,0.10%,79.6194,0.80%,11.42,1.51%,106.9,0.66%,50.7,2.47%,61.71,0.80%,86.6,2.00%,12.2494,2.31%,35.51,1.95%,78.62,0.36%
2025/10/16,10.78,0.37%,8.4777,0.53%,9.7,-0.10%,79.8674,0.31%,11.49,0.61%,107.5,0.56%,52.58,3.71%,61.74,0.05%,86.96,0.42%,12.2401,-0.08%,35.76,0.70%,78.62,0.00%
2025/10/17,10.76,-0.19%,8.4378,-0.47%,9.73,0.31%,79.6782,-0.24%,11.35,-1.22%,106.6,-0.84%,49.48,-5.90%,61.59,-0.24%,85.85,-1.28%,11.8596,-3.11%,35.61,-0.42%,78.57,-0.06%
2025/10/20,10.78,0.19%,8.4794,0.49%,9.77,0.41%,79.8543,0.22%,11.54,1.67%,105.73,-0.82%,50.16,1.37%,62.33,1.20%,85.31,-0.63%,12.1117,2.13%,36.27,1.85%,78.67,0.13%
2025/10/21,10.79,0.09%,8.4914,0.14%,9.78,0.10%,79.9747,0.15%,11.59,0.43%,105.88,0.14%,46.94,-6.42%,62.24,-0.14%,81.84,-4.07%,12.4024,2.40%,36.08,-0.52%,78.67,0.00%
2025/10/22,10.79,0.00%,8.4939,0.03%,9.77,-0.10%,79.7613,-0.27%,11.54,-0.43%,105.89,0.01%,46.12,-1.75%,61.45,-1.27%,81.6,-0.29%,12.2742,-1.03%,35.75,-0.91%,78.7,0.04%
2025/10/23,10.78,-0.09%,8.4747,-0.23%,9.78,0.10%,79.7215,-0.05%,11.56,0.17%,105.98,0.08%,46.8,1.47%,62.35,1.46%,82.96,1.67%,12.2046,-0.57%,35.96,0.59%,78.68,-0.03%
2025/10/24,10.8,0.19%,8.5332,0.69%,9.8,0.20%,79.914,0.24%,11.6,0.35%,106.07,0.08%,46.16,-1.37%,63.09,1.19%,82.33,-0.76%,12.4953,2.38%,36.48,1.45%,78.84,0.20%
2025/10/27,10.84,0.37%,8.59,0.67%,9.83,0.31%,80.1543,0.30%,11.73,1.12%,105.46,-0.58%,44.56,-3.47%,64.17,1.71%,80.65,-2.04%,12.7753,2.24%,36.92,1.21%,78.84,0.00%
2025/10/28,10.86,0.18%,8.61,0.23%,9.81,-0.20%,80.2493,0.12%,11.71,-0.17%,106.35,0.84%,44.55,-0.02%,64.63,0.72%,81.64,1.23%,12.7726,-0.02%,36.74,-0.49%,78.99,0.19%
2025/10/29,10.86,0.00%,8.6329,0.27%,9.76,-0.51%,80.2841,0.04%,11.71,0.00%,107.29,0.88%,44.55,0.00%,65.06,0.67%,81.64,0.00%,12.7726,0.00%,36.74,0.00%,78.98,-0.01%
2025/10/30,10.8,-0.55%,8.5892,-0.51%,9.74,-0.20%,79.6697,-0.77%,11.75,0.34%,106.74,-0.51%,45.86,2.94%,63.94,-1.72%,82.77,1.38%,12.7707,-0.01%,36.96,0.60%,78.89,-0.11%
2025/10/31,10.81,0.09%,8.5949,0.07%,9.74,0.00%,79.5305,-0.17%,11.62,-1.11%,107.21,0.44%,45.86,0.00%,64.05,0.17%,82.91,0.17%,12.4262,-2.70%,36.84,-0.32%,78.89,0.00%
2025/11/03,10.72,-0.83%,8.5871,-0.09%,9.64,-1.03%,79.5321,0.00%,11.68,0.52%,106.82,-0.36%,45.53,-0.72%,64.09,0.06%,82.24,-0.81%,12.4247,-0.01%,37.38,1.47%,78.26,-0.80%
2025/11/04,10.68,-0.37%,8.5397,-0.55%,9.61,-0.31%,79.1676,-0.46%,11.58,-0.86%,106.23,-0.55%,43.49,-4.48%,62.34,-2.73%,80.02,-2.70%,12.262,-1.31%,36.84,-1.44%,78.16,-0.13%
2025/11/05,10.68,0.00%,8.5333,-0.07%,9.62,0.10%,79.16,-0.01%,11.53,-0.43%,105.56,-0.63%,44.65,2.67%,62.39,0.08%,80.57,0.69%,12.1802,-0.67%,36.6,-0.65%,78.2,0.05%
